,angle_deg,freq_THz,trans
1278,0.0,220.0,0.7072
719,0.0,221.0,0.6878
107,0.0,222.0,0.6655
1409,0.0,223.0,0.6403
698,0.0,224.0,0.6121
631,0.0,225.0,0.5811
946,0.0,226.0,0.5475
1061,0.0,227.0,0.5117
512,0.0,228.0,0.4739
799,0.0,229.0,0.4347
1198,0.0,230.0,0.3946
421,0.0,231.0,0.3543
703,0.0,232.0,0.3142
1374,0.0,233.0,0.2751
390,0.0,234.0,0.2374
1034,0.0,235.0,0.2018
948,0.0,236.0,0.1687
256,0.0,237.0,0.1385
1383,0.0,238.0,0.1115
1108,0.0,239.0,0.0878
431,0.0,240.0,0.0677
376,0.0,241.0,0.051
260,0.0,242.0,0.0376
14,0.0,243.0,0.0274
571,0.0,244.0,0.02
613,0.0,245.0,0.0151
808,0.0,246.0,0.0123
184,0.0,247.0,0.0113
909,0.0,248.0,0.0115
1147,0.0,249.0,0.0127
677,0.0,250.0,0.0144
1010,0.0,251.0,0.0163
132,0.0,252.0,0.0181
1295,0.0,253.0,0.0196
54,0.0,254.0,0.0206
1001,0.0,255.0,0.0211
495,0.0,256.0,0.021
319,0.0,257.0,0.0203
206,0.0,258.0,0.019
1139,0.0,259.0,0.0173
990,0.0,260.0,0.0153
45,0.0,261.0,0.0131
1408,0.0,262.0,0.011
171,0.0,263.0,0.009
1154,0.0,264.0,0.0074
102,0.0,265.0,0.0063
1417,0.0,266.0,0.0059
789,0.0,267.0,0.0062
245,0.0,268.0,0.0075
763,0.0,269.0,0.0097
611,0.0,270.0,0.0129
2,0.0,271.0,0.0171
1064,0.0,272.0,0.0223
401,0.0,273.0,0.0284
1342,0.0,274.0,0.0354
1380,0.0,275.0,0.043
1082,0.0,276.0,0.0512
744,0.0,277.0,0.0597
122,0.0,278.0,0.0684
1006,0.0,279.0,0.0769
1385,0.0,280.0,0.0851
692,0.0,281.0,0.0926
286,0.0,282.0,0.0993
1084,0.0,283.0,0.1048
497,0.0,284.0,0.109
951,0.0,285.0,0.1117
189,0.0,286.0,0.1127
785,0.0,287.0,0.1121
1179,0.0,288.0,0.1098
906,0.0,289.0,0.1057
967,0.0,290.0,0.1002
492,0.9474,220.0,0.7072
747,0.9474,221.0,0.6877
83,0.9474,222.0,0.6653
277,0.9474,223.0,0.6401
89,0.9474,224.0,0.6119
515,0.9474,225.0,0.5809
1208,0.9474,226.0,0.5473
475,0.9474,227.0,0.5114
1375,0.9474,228.0,0.4737
558,0.9474,229.0,0.4346
925,0.9474,230.0,0.3945
211,0.9474,231.0,0.3542
1048,0.9474,232.0,0.3142
1091,0.9474,233.0,0.2751
259,0.9474,234.0,0.2374
1090,0.9474,235.0,0.2018
214,0.9474,236.0,0.1687
112,0.9474,237.0,0.1385
860,0.9474,238.0,0.1114
831,0.9474,239.0,0.0878
296,0.9474,240.0,0.0676
707,0.9474,241.0,0.0509
64,0.9474,242.0,0.0376
30,0.9474,243.0,0.0273
1230,0.9474,244.0,0.0199
1242,0.9474,245.0,0.0151
1279,0.9474,246.0,0.0123
542,0.9474,247.0,0.0113
1293,0.9474,248.0,0.0115
1412,0.9474,249.0,0.0127
733,0.9474,250.0,0.0144
185,0.9474,251.0,0.0163
1017,0.9474,252.0,0.0181
1059,0.9474,253.0,0.0196
147,0.9474,254.0,0.0206
232,0.9474,255.0,0.0211
29,0.9474,256.0,0.021
94,0.9474,257.0,0.0202
929,0.9474,258.0,0.019
720,0.9474,259.0,0.0173
1370,0.9474,260.0,0.0153
617,0.9474,261.0,0.0131
1113,0.9474,262.0,0.011
1340,0.9474,263.0,0.009
1203,0.9474,264.0,0.0074
1210,0.9474,265.0,0.0063
997,0.9474,266.0,0.0059
595,0.9474,267.0,0.0062
1095,0.9474,268.0,0.0075
1045,0.9474,269.0,0.0097
551,0.9474,270.0,0.0129
169,0.9474,271.0,0.0171
596,0.9474,272.0,0.0223
968,0.9474,273.0,0.0284
50,0.9474,274.0,0.0354
66,0.9474,275.0,0.0431
104,0.9474,276.0,0.0512
1384,0.9474,277.0,0.0598
809,0.9474,278.0,0.0684
275,0.9474,279.0,0.077
479,0.9474,280.0,0.0852
526,0.9474,281.0,0.0927
13,0.9474,282.0,0.0993
1395,0.9474,283.0,0.1049
953,0.9474,284.0,0.1091
1117,0.9474,285.0,0.1118
923,0.9474,286.0,0.1128
400,0.9474,287.0,0.1122
1173,0.9474,288.0,0.1098
715,0.9474,289.0,0.1058
937,0.9474,290.0,0.1003
79,1.8947,220.0,0.7071
165,1.8947,221.0,0.6876
150,1.8947,222.0,0.6652
1074,1.8947,223.0,0.6399
1189,1.8947,224.0,0.6116
1071,1.8947,225.0,0.5806
843,1.8947,226.0,0.547
73,1.8947,227.0,0.5112
899,1.8947,228.0,0.4734
1259,1.8947,229.0,0.4343
994,1.8947,230.0,0.3943
168,1.8947,231.0,0.3539
1317,1.8947,232.0,0.3139
59,1.8947,233.0,0.2748
933,1.8947,234.0,0.2372
146,1.8947,235.0,0.2016
903,1.8947,236.0,0.1685
499,1.8947,237.0,0.1383
1365,1.8947,238.0,0.1113
196,1.8947,239.0,0.0876
748,1.8947,240.0,0.0675
683,1.8947,241.0,0.0508
821,1.8947,242.0,0.0375
1280,1.8947,243.0,0.0272
276,1.8947,244.0,0.0199
195,1.8947,245.0,0.015
247,1.8947,246.0,0.0123
1171,1.8947,247.0,0.0113
1158,1.8947,248.0,0.0115
1169,1.8947,249.0,0.0127
221,1.8947,250.0,0.0144
1022,1.8947,251.0,0.0163
1389,1.8947,252.0,0.0181
304,1.8947,253.0,0.0196
10,1.8947,254.0,0.0206
490,1.8947,255.0,0.0211
402,1.8947,256.0,0.0209
1015,1.8947,257.0,0.0202
345,1.8947,258.0,0.0189
1305,1.8947,259.0,0.0172
625,1.8947,260.0,0.0152
588,1.8947,261.0,0.013
1193,1.8947,262.0,0.0109
770,1.8947,263.0,0.009
383,1.8947,264.0,0.0074
907,1.8947,265.0,0.0063
489,1.8947,266.0,0.0059
914,1.8947,267.0,0.0062
1115,1.8947,268.0,0.0075
743,1.8947,269.0,0.0097
1201,1.8947,270.0,0.0129
7,1.8947,271.0,0.0172
680,1.8947,272.0,0.0224
308,1.8947,273.0,0.0285
178,1.8947,274.0,0.0355
321,1.8947,275.0,0.0432
393,1.8947,276.0,0.0514
691,1.8947,277.0,0.06
337,1.8947,278.0,0.0687
1100,1.8947,279.0,0.0773
672,1.8947,280.0,0.0854
1258,1.8947,281.0,0.093
511,1.8947,282.0,0.0996
583,1.8947,283.0,0.1051
1051,1.8947,284.0,0.1093
52,1.8947,285.0,0.112
1356,1.8947,286.0,0.113
223,1.8947,287.0,0.1123
1009,1.8947,288.0,0.1099
850,1.8947,289.0,0.1058
657,1.8947,290.0,0.1002
261,2.8421,220.0,0.7068
350,2.8421,221.0,0.6874
1272,2.8421,222.0,0.6652
1157,2.8421,223.0,0.64
1032,2.8421,224.0,0.6118
1223,2.8421,225.0,0.5808
1145,2.8421,226.0,0.5472
1097,2.8421,227.0,0.5112
269,2.8421,228.0,0.4734
800,2.8421,229.0,0.4341
916,2.8421,230.0,0.394
409,2.8421,231.0,0.3535
1120,2.8421,232.0,0.3134
1396,2.8421,233.0,0.2742
1334,2.8421,234.0,0.2366
243,2.8421,235.0,0.201
622,2.8421,236.0,0.1679
1303,2.8421,237.0,0.1377
1172,2.8421,238.0,0.1108
470,2.8421,239.0,0.0872
805,2.8421,240.0,0.0672
359,2.8421,241.0,0.0506
44,2.8421,242.0,0.0373
252,2.8421,243.0,0.0271
537,2.8421,244.0,0.0198
1386,2.8421,245.0,0.015
434,2.8421,246.0,0.0123
896,2.8421,247.0,0.0113
1056,2.8421,248.0,0.0115
620,2.8421,249.0,0.0127
619,2.8421,250.0,0.0144
1335,2.8421,251.0,0.0162
597,2.8421,252.0,0.018
1407,2.8421,253.0,0.0195
440,2.8421,254.0,0.0205
471,2.8421,255.0,0.021
911,2.8421,256.0,0.0208
220,2.8421,257.0,0.0201
257,2.8421,258.0,0.0188
688,2.8421,259.0,0.0171
686,2.8421,260.0,0.0152
240,2.8421,261.0,0.013
687,2.8421,262.0,0.0109
884,2.8421,263.0,0.0089
317,2.8421,264.0,0.0073
1197,2.8421,265.0,0.0063
1266,2.8421,266.0,0.0059
320,2.8421,267.0,0.0062
1165,2.8421,268.0,0.0075
26,2.8421,269.0,0.0097
943,2.8421,270.0,0.013
628,2.8421,271.0,0.0172
1292,2.8421,272.0,0.0225
679,2.8421,273.0,0.0287
370,2.8421,274.0,0.0358
1387,2.8421,275.0,0.0435
1002,2.8421,276.0,0.0518
1131,2.8421,277.0,0.0604
1364,2.8421,278.0,0.0692
730,2.8421,279.0,0.0778
463,2.8421,280.0,0.086
457,2.8421,281.0,0.0935
176,2.8421,282.0,0.1001
264,2.8421,283.0,0.1056
201,2.8421,284.0,0.1097
1151,2.8421,285.0,0.1123
898,2.8421,286.0,0.1132
307,2.8421,287.0,0.1124
1261,2.8421,288.0,0.1099
1256,2.8421,289.0,0.1058
897,2.8421,290.0,0.1001
17,3.7895,220.0,0.7064
952,3.7895,221.0,0.6871
556,3.7895,222.0,0.665
1068,3.7895,223.0,0.6398
509,3.7895,224.0,0.6117
1023,3.7895,225.0,0.5807
309,3.7895,226.0,0.547
133,3.7895,227.0,0.511
1106,3.7895,228.0,0.4731
1149,3.7895,229.0,0.4337
1353,3.7895,230.0,0.3935
1397,3.7895,231.0,0.353
966,3.7895,232.0,0.3128
114,3.7895,233.0,0.2736
1119,3.7895,234.0,0.2359
1300,3.7895,235.0,0.2003
75,3.7895,236.0,0.1672
603,3.7895,237.0,0.1371
1021,3.7895,238.0,0.1102
1229,3.7895,239.0,0.0867
60,3.7895,240.0,0.0668
267,3.7895,241.0,0.0502
399,3.7895,242.0,0.037
105,3.7895,243.0,0.027
517,3.7895,244.0,0.0197
648,3.7895,245.0,0.0149
891,3.7895,246.0,0.0123
847,3.7895,247.0,0.0113
85,3.7895,248.0,0.0115
449,3.7895,249.0,0.0127
665,3.7895,250.0,0.0144
1053,3.7895,251.0,0.0162
333,3.7895,252.0,0.018
1287,3.7895,253.0,0.0194
961,3.7895,254.0,0.0204
99,3.7895,255.0,0.0209
69,3.7895,256.0,0.0207
572,3.7895,257.0,0.02
1221,3.7895,258.0,0.0187
170,3.7895,259.0,0.017
1109,3.7895,260.0,0.015
1160,3.7895,261.0,0.0129
381,3.7895,262.0,0.0108
1372,3.7895,263.0,0.0089
1405,3.7895,264.0,0.0073
768,3.7895,265.0,0.0062
519,3.7895,266.0,0.0058
647,3.7895,267.0,0.0062
1288,3.7895,268.0,0.0075
987,3.7895,269.0,0.0098
326,3.7895,270.0,0.0131
352,3.7895,271.0,0.0174
1041,3.7895,272.0,0.0227
746,3.7895,273.0,0.029
262,3.7895,274.0,0.0361
327,3.7895,275.0,0.0439
980,3.7895,276.0,0.0522
1411,3.7895,277.0,0.0609
529,3.7895,278.0,0.0697
200,3.7895,279.0,0.0783
984,3.7895,280.0,0.0865
137,3.7895,281.0,0.0941
935,3.7895,282.0,0.1007
160,3.7895,283.0,0.1061
532,3.7895,284.0,0.1102
776,3.7895,285.0,0.1127
1401,3.7895,286.0,0.1136
111,3.7895,287.0,0.1128
605,3.7895,288.0,0.1102
123,3.7895,289.0,0.106
1077,3.7895,290.0,0.1002
1212,4.7368,220.0,0.7061
1058,4.7368,221.0,0.6866
417,4.7368,222.0,0.6642
608,4.7368,223.0,0.6389
349,4.7368,224.0,0.6107
158,4.7368,225.0,0.5796
403,4.7368,226.0,0.5459
347,4.7368,227.0,0.51
1276,4.7368,228.0,0.4721
1182,4.7368,229.0,0.4328
726,4.7368,230.0,0.3927
1332,4.7368,231.0,0.3522
96,4.7368,232.0,0.3121
639,4.7368,233.0,0.273
456,4.7368,234.0,0.2353
992,4.7368,235.0,0.1997
1170,4.7368,236.0,0.1667
249,4.7368,237.0,0.1366
285,4.7368,238.0,0.1097
879,4.7368,239.0,0.0863
602,4.7368,240.0,0.0663
949,4.7368,241.0,0.0498
633,4.7368,242.0,0.0367
1089,4.7368,243.0,0.0267
450,4.7368,244.0,0.0195
332,4.7368,245.0,0.0148
1033,4.7368,246.0,0.0121
1231,4.7368,247.0,0.0112
237,4.7368,248.0,0.0115
311,4.7368,249.0,0.0127
193,4.7368,250.0,0.0144
199,4.7368,251.0,0.0162
215,4.7368,252.0,0.018
179,4.7368,253.0,0.0194
1312,4.7368,254.0,0.0204
1121,4.7368,255.0,0.0208
759,4.7368,256.0,0.0206
755,4.7368,257.0,0.0198
128,4.7368,258.0,0.0185
524,4.7368,259.0,0.0168
1134,4.7368,260.0,0.0148
288,4.7368,261.0,0.0127
280,4.7368,262.0,0.0106
209,4.7368,263.0,0.0087
753,4.7368,264.0,0.0072
894,4.7368,265.0,0.0062
553,4.7368,266.0,0.0058
786,4.7368,267.0,0.0063
391,4.7368,268.0,0.0076
1110,4.7368,269.0,0.0099
1168,4.7368,270.0,0.0133
837,4.7368,271.0,0.0176
668,4.7368,272.0,0.023
1107,4.7368,273.0,0.0293
313,4.7368,274.0,0.0365
1094,4.7368,275.0,0.0443
300,4.7368,276.0,0.0527
810,4.7368,277.0,0.0615
183,4.7368,278.0,0.0703
234,4.7368,279.0,0.0789
301,4.7368,280.0,0.0872
1350,4.7368,281.0,0.0948
559,4.7368,282.0,0.1014
1144,4.7368,283.0,0.1068
1174,4.7368,284.0,0.1108
436,4.7368,285.0,0.1133
1181,4.7368,286.0,0.1141
971,4.7368,287.0,0.1131
91,4.7368,288.0,0.1104
834,4.7368,289.0,0.1061
65,4.7368,290.0,0.1002
316,5.6842,220.0,0.7058
472,5.6842,221.0,0.6861
413,5.6842,222.0,0.6635
57,5.6842,223.0,0.638
395,5.6842,224.0,0.6097
1265,5.6842,225.0,0.5785
1369,5.6842,226.0,0.5447
646,5.6842,227.0,0.5087
366,5.6842,228.0,0.4709
488,5.6842,229.0,0.4316
956,5.6842,230.0,0.3915
1373,5.6842,231.0,0.3511
875,5.6842,232.0,0.3111
382,5.6842,233.0,0.272
482,5.6842,234.0,0.2344
970,5.6842,235.0,0.1989
360,5.6842,236.0,0.1659
1248,5.6842,237.0,0.1359
27,5.6842,238.0,0.1091
895,5.6842,239.0,0.0857
1126,5.6842,240.0,0.0658
931,5.6842,241.0,0.0494
829,5.6842,242.0,0.0363
693,5.6842,243.0,0.0264
832,5.6842,244.0,0.0193
827,5.6842,245.0,0.0146
599,5.6842,246.0,0.012
1116,5.6842,247.0,0.0111
3,5.6842,248.0,0.0115
1007,5.6842,249.0,0.0127
388,5.6842,250.0,0.0144
222,5.6842,251.0,0.0162
1219,5.6842,252.0,0.018
635,5.6842,253.0,0.0194
446,5.6842,254.0,0.0203
783,5.6842,255.0,0.0207
78,5.6842,256.0,0.0205
198,5.6842,257.0,0.0197
412,5.6842,258.0,0.0184
172,5.6842,259.0,0.0167
510,5.6842,260.0,0.0147
21,5.6842,261.0,0.0126
62,5.6842,262.0,0.0105
520,5.6842,263.0,0.0086
284,5.6842,264.0,0.0071
442,5.6842,265.0,0.0061
928,5.6842,266.0,0.0058
355,5.6842,267.0,0.0063
28,5.6842,268.0,0.0077
1376,5.6842,269.0,0.0101
673,5.6842,270.0,0.0135
600,5.6842,271.0,0.0179
32,5.6842,272.0,0.0234
88,5.6842,273.0,0.0298
945,5.6842,274.0,0.0371
86,5.6842,275.0,0.045
685,5.6842,276.0,0.0535
521,5.6842,277.0,0.0623
893,5.6842,278.0,0.0712
862,5.6842,279.0,0.0799
1299,5.6842,280.0,0.0882
428,5.6842,281.0,0.0957
84,5.6842,282.0,0.1023
640,5.6842,283.0,0.1076
874,5.6842,284.0,0.1115
586,5.6842,285.0,0.1138
63,5.6842,286.0,0.1144
936,5.6842,287.0,0.1133
852,5.6842,288.0,0.1104
1252,5.6842,289.0,0.1059
364,5.6842,290.0,0.0999
371,6.6316,220.0,0.7054
1216,6.6316,221.0,0.6858
226,6.6316,222.0,0.6633
734,6.6316,223.0,0.6378
348,6.6316,224.0,0.6094
108,6.6316,225.0,0.5781
378,6.6316,226.0,0.5442
1175,6.6316,227.0,0.5081
213,6.6316,228.0,0.47
1177,6.6316,229.0,0.4306
1339,6.6316,230.0,0.3903
1195,6.6316,231.0,0.3497
889,6.6316,232.0,0.3096
1098,6.6316,233.0,0.2704
649,6.6316,234.0,0.2329
100,6.6316,235.0,0.1974
1308,6.6316,236.0,0.1645
660,6.6316,237.0,0.1346
109,6.6316,238.0,0.108
926,6.6316,239.0,0.0848
1185,6.6316,240.0,0.0651
1047,6.6316,241.0,0.0488
35,6.6316,242.0,0.0359
71,6.6316,243.0,0.0261
451,6.6316,244.0,0.0191
1191,6.6316,245.0,0.0145
119,6.6316,246.0,0.012
701,6.6316,247.0,0.0111
174,6.6316,248.0,0.0115
441,6.6316,249.0,0.0127
452,6.6316,250.0,0.0143
230,6.6316,251.0,0.0161
1418,6.6316,252.0,0.0178
507,6.6316,253.0,0.0192
653,6.6316,254.0,0.0201
362,6.6316,255.0,0.0205
728,6.6316,256.0,0.0203
539,6.6316,257.0,0.0195
722,6.6316,258.0,0.0182
151,6.6316,259.0,0.0165
1363,6.6316,260.0,0.0146
696,6.6316,261.0,0.0124
1262,6.6316,262.0,0.0104
1183,6.6316,263.0,0.0085
626,6.6316,264.0,0.007
577,6.6316,265.0,0.006
218,6.6316,266.0,0.0057
1322,6.6316,267.0,0.0063
1016,6.6316,268.0,0.0077
464,6.6316,269.0,0.0102
47,6.6316,270.0,0.0137
1076,6.6316,271.0,0.0182
1122,6.6316,272.0,0.0238
58,6.6316,273.0,0.0304
904,6.6316,274.0,0.0378
959,6.6316,275.0,0.0459
143,6.6316,276.0,0.0545
794,6.6316,277.0,0.0634
1330,6.6316,278.0,0.0723
166,6.6316,279.0,0.0811
181,6.6316,280.0,0.0893
927,6.6316,281.0,0.0968
336,6.6316,282.0,0.1033
1214,6.6316,283.0,0.1085
487,6.6316,284.0,0.1122
1067,6.6316,285.0,0.1143
503,6.6316,286.0,0.1148
567,6.6316,287.0,0.1135
593,6.6316,288.0,0.1104
982,6.6316,289.0,0.1058
1311,6.6316,290.0,0.0996
695,7.5789,220.0,0.7047
367,7.5789,221.0,0.6853
790,7.5789,222.0,0.6629
575,7.5789,223.0,0.6375
208,7.5789,224.0,0.6091
1180,7.5789,225.0,0.5777
1125,7.5789,226.0,0.5437
652,7.5789,227.0,0.5074
772,7.5789,228.0,0.4691
1360,7.5789,229.0,0.4295
4,7.5789,230.0,0.389
1105,7.5789,231.0,0.3483
826,7.5789,232.0,0.308
549,7.5789,233.0,0.2688
718,7.5789,234.0,0.2312
125,7.5789,235.0,0.1957
724,7.5789,236.0,0.163
976,7.5789,237.0,0.1332
1379,7.5789,238.0,0.1067
425,7.5789,239.0,0.0837
1060,7.5789,240.0,0.0642
299,7.5789,241.0,0.0481
392,7.5789,242.0,0.0354
1153,7.5789,243.0,0.0257
1309,7.5789,244.0,0.0189
374,7.5789,245.0,0.0144
1403,7.5789,246.0,0.0119
12,7.5789,247.0,0.0111
90,7.5789,248.0,0.0115
766,7.5789,249.0,0.0127
900,7.5789,250.0,0.0143
616,7.5789,251.0,0.0161
439,7.5789,252.0,0.0178
871,7.5789,253.0,0.0191
618,7.5789,254.0,0.02
298,7.5789,255.0,0.0204
845,7.5789,256.0,0.0201
1037,7.5789,257.0,0.0193
1156,7.5789,258.0,0.018
941,7.5789,259.0,0.0163
483,7.5789,260.0,0.0143
1277,7.5789,261.0,0.0122
265,7.5789,262.0,0.0102
637,7.5789,263.0,0.0083
710,7.5789,264.0,0.0069
601,7.5789,265.0,0.0059
161,7.5789,266.0,0.0057
36,7.5789,267.0,0.0063
958,7.5789,268.0,0.0078
1025,7.5789,269.0,0.0104
253,7.5789,270.0,0.014
1247,7.5789,271.0,0.0187
993,7.5789,272.0,0.0244
418,7.5789,273.0,0.0311
1093,7.5789,274.0,0.0386
813,7.5789,275.0,0.0468
1410,7.5789,276.0,0.0555
560,7.5789,277.0,0.0645
396,7.5789,278.0,0.0734
998,7.5789,279.0,0.0822
1297,7.5789,280.0,0.0904
1323,7.5789,281.0,0.0979
430,7.5789,282.0,0.1042
87,7.5789,283.0,0.1093
148,7.5789,284.0,0.1129
835,7.5789,285.0,0.1149
287,7.5789,286.0,0.1152
182,7.5789,287.0,0.1137
888,7.5789,288.0,0.1105
427,7.5789,289.0,0.1056
126,7.5789,290.0,0.0993
585,8.5263,220.0,0.7038
1294,8.5263,221.0,0.6843
435,8.5263,222.0,0.6618
241,8.5263,223.0,0.6363
139,8.5263,224.0,0.6078
775,8.5263,225.0,0.5763
1162,8.5263,226.0,0.5423
141,8.5263,227.0,0.5059
433,8.5263,228.0,0.4676
1128,8.5263,229.0,0.4279
1413,8.5263,230.0,0.3874
330,8.5263,231.0,0.3467
552,8.5263,232.0,0.3064
131,8.5263,233.0,0.2672
621,8.5263,234.0,0.2296
1281,8.5263,235.0,0.1942
1000,8.5263,236.0,0.1615
16,8.5263,237.0,0.1318
227,8.5263,238.0,0.1055
877,8.5263,239.0,0.0826
6,8.5263,240.0,0.0632
806,8.5263,241.0,0.0473
419,8.5263,242.0,0.0348
1055,8.5263,243.0,0.0253
77,8.5263,244.0,0.0185
508,8.5263,245.0,0.0142
154,8.5263,246.0,0.0118
975,8.5263,247.0,0.0111
781,8.5263,248.0,0.0115
254,8.5263,249.0,0.0127
455,8.5263,250.0,0.0143
1244,8.5263,251.0,0.0161
609,8.5263,252.0,0.0178
67,8.5263,253.0,0.0191
630,8.5263,254.0,0.02
274,8.5263,255.0,0.0203
1246,8.5263,256.0,0.02
866,8.5263,257.0,0.0191
643,8.5263,258.0,0.0178
1081,8.5263,259.0,0.0161
873,8.5263,260.0,0.0141
604,8.5263,261.0,0.012
224,8.5263,262.0,0.0099
135,8.5263,263.0,0.0081
934,8.5263,264.0,0.0067
447,8.5263,265.0,0.0058
815,8.5263,266.0,0.0057
20,8.5263,267.0,0.0064
1029,8.5263,268.0,0.008
373,8.5263,269.0,0.0107
505,8.5263,270.0,0.0144
1123,8.5263,271.0,0.0192
745,8.5263,272.0,0.0251
251,8.5263,273.0,0.0319
82,8.5263,274.0,0.0395
363,8.5263,275.0,0.0478
1215,8.5263,276.0,0.0566
1070,8.5263,277.0,0.0656
1402,8.5263,278.0,0.0747
876,8.5263,279.0,0.0834
973,8.5263,280.0,0.0916
380,8.5263,281.0,0.099
70,8.5263,282.0,0.1053
1080,8.5263,283.0,0.1102
533,8.5263,284.0,0.1136
1155,8.5263,285.0,0.1154
1008,8.5263,286.0,0.1154
1368,8.5263,287.0,0.1137
424,8.5263,288.0,0.1103
938,8.5263,289.0,0.1052
1133,8.5263,290.0,0.0988
589,9.4737,220.0,0.7031
278,9.4737,221.0,0.6832
788,9.4737,222.0,0.6605
645,9.4737,223.0,0.6347
757,9.4737,224.0,0.606
331,9.4737,225.0,0.5744
481,9.4737,226.0,0.5402
735,9.4737,227.0,0.5037
1344,9.4737,228.0,0.4654
1224,9.4737,229.0,0.4257
1019,9.4737,230.0,0.3852
727,9.4737,231.0,0.3445
310,9.4737,232.0,0.3043
